,Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified
213,Ark.-Pine Bluff,2017,10.4,18.1,13,8.7,65.2,40.3,33.5,-1.3,2.9,-10.7,21.9,31.8,61.8,72.5,6.5,-4.4,44.8,No
214,Ark.-Pine Bluff,2018,12.2,14.2,16,7.9,67.5,43.7,32.9,1.1,4.1,-5.5,40,32.9,65.9,71.4,6.2,-8.8,43.3,No
216,Ark.-Pine Bluff,2011,11.5,16.7,30,7.5,62.7,38.9,34.4,-1.3,2.2,-12,22.6,37.1,59.7,71.6,6.2,-4.5,46.2,No
218,Ark.-Pine Bluff,2013,12.7,14.4,11,9.9,63.1,40,30.2,1.8,3.3,-3.9,53.3,31.7,62.7,66.6,5.3,-3.7,40.4,No
220,Ark.-Pine Bluff,2015,10.1,15.3,8,8.8,68,40,33.2,0.9,3.4,-7.1,37.5,36.9,59.8,66.9,6.3,-6.6,44.5,No
221,SIUE,2016,10.8,13.5,19,4.9,70.4,39.8,30.4,-1.5,4,-8.2,21.4,37.2,65.7,73.9,5.6,0.6,46.1,No
222,SIUE,2017,10.2,14.5,19,4.7,67.7,40.7,29.2,-1.5,2.8,-7.9,20,32.9,68.1,76.1,4.7,0.7,46.6,No
223,SIUE,2018,12.4,13.6,24,4.8,70.7,41.7,32.4,-1.3,2.7,-9.1,30,36.8,69.7,78.7,7.1,-1.7,47.6,No
225,SIUE,2015,12.3,13.4,9,6.4,67.5,43.1,38,0.3,4.3,0.9,42.9,35.4,68.2,67.3,7.1,-0.6,42.5,No
226,Central Conn. St.,2016,11.8,13.9,8,4.4,67.9,40,34.2,-3.5,3.7,-13.1,13.8,35.8,65.1,78.2,5.7,-1.7,47.5,No
227,Central Conn. St.,2017,11.7,14.2,14,5.7,62,42.1,35.1,-0.7,2.3,-9.8,20.7,38,63,72.8,5,-2.2,46.8,No
228,Central Conn. St.,2018,12.4,14.8,11,5,69.9,45.3,32.9,-3.5,3.3,-4,43.8,36.4,67.8,71.9,6.2,3.2,43.8,No
229,Central Conn. St.,2010,11,13.4,3,6.7,71.7,40.3,31.2,1,3,-3.4,40,34.8,61.1,64.5,5.1,-1.7,45.4,No
231,Central Conn. St.,2012,13.6,14.6,9,8.1,75.9,42.5,34.4,2.4,3.6,-0.3,44.8,35.3,70,70.3,6.2,-2.7,45.3,No
232,Central Conn. St.,2013,12.6,12.6,4,7.5,73.2,42.8,35.2,1,4.3,-4.2,43.3,36.6,72.9,77.1,7.1,-6.2,45.2,No
234,Central Conn. St.,2015,11,13.7,5,4.9,71,40.2,32.2,-3.5,3.5,-10.9,16.1,34.5,59.2,70.1,4.7,-1.5,45.3,No
235,UCLA,2016,15.7,12.3,18,5.5,69.1,45.4,36.3,-0.6,3.4,0.8,46.9,35.4,77.5,76.7,6.3,2.5,43,No
236,UCLA,2017,21.4,11.2,12,5.9,73.8,52.2,40.6,0.5,5.3,14.3,86.1,36.5,89.8,75.5,9.8,3.7,42.2,No
237,UCLA,2018,15,12.1,14,5.6,72,46,38.1,-1.5,4,5.2,63.6,34.6,81.2,76,9.4,2.7,42.3,No
238,UCLA,2010,15.3,14.4,9,6.4,63.2,47.1,32.5,-1.2,4.2,-1.8,43.8,36.3,66.8,68.6,5.8,-0.7,44.8,No
239,UCLA,2011,14.5,14.7,13,5.4,67.9,45.5,32.6,-2.7,5.8,3.8,67.6,34.8,70.1,66.3,5.1,4.4,41.8,No
240,UCLA,2012,14.3,12,11,7.9,66.8,46.1,37.3,1.7,4.5,6.1,57.6,36.4,68.6,62.5,5.1,2.9,41.7,No
243,UCLA,2015,13.8,11.9,15,6.6,67.6,44.3,36.8,0.2,3.9,3.8,61.1,35.6,71.9,68.1,6.2,3.7,41.6,No
244,Ball St.,2016,14.7,13.3,20,5.5,69.2,44.5,37.2,-1.9,3.6,4,60,34.8,70.8,66.8,8.7,2.4,40.5,No
245,Ball St.,2017,15.6,14.6,20,6,71.7,46.1,37.9,-1.8,3.5,3.2,61.8,35.6,78.7,75.5,9.4,1.7,42.2,No
246,Ball St.,2018,14.2,13.2,14,5.3,70.5,45.2,33.7,-1.2,3.5,1.5,59.4,36.1,75.3,73.8,7.7,1.6,42.5,No
249,Ball St.,2012,13.3,12.9,3,6.1,68.9,42.1,32.9,0.8,2.6,2.6,50,35.5,63.4,60.7,6.4,1.3,40.8,No
250,Ball St.,2013,11.9,15.2,5,6.4,65.2,42.5,32.7,-2.2,2.4,-2.8,50,34.9,65.2,68,5.9,3.9,44.6,No
252,Ball St.,2015,12.8,14.1,18,5.3,69.3,42.3,34.2,-2.1,2.4,-3.6,23.3,35.6,65.4,68.9,7.8,0.3,46,No
253,Army West Point,2016,15.2,13.6,9,4.9,69.4,42.9,33.5,-1.3,3.8,2,57.6,34.6,76.9,75,8.9,3.3,44.5,No
254,Army West Point,2017,16.2,15.1,12,5.6,65.5,44.1,35.3,-2.4,1.9,-0.5,40.6,33,72.6,73.1,9.1,2.7,44,No
255,Army West Point,2018,16.7,13.4,6,5.7,65.8,44.4,38.3,0.8,2.8,0.2,43.3,35.9,74.3,74.1,9.8,-0.6,44.3,No
256,Army West Point,2015,14.5,13.2,13,6.4,68,44.1,32.6,0.3,3.5,0,50,35.5,72.1,72.1,7.6,-1,45.8,No
257,Saint Francis (PA),2016,11.9,12.6,7,4.7,69.5,42.1,35.9,-1.1,3.2,-2.4,43.3,31.8,70.3,72.7,7.3,1,44.8,No
258,Saint Francis (PA),2017,13.9,14.7,6,6.6,69.2,46.7,39.1,-1.2,4,1.3,50,36.6,75.8,74.5,8.1,-0.1,42.8,No
259,Saint Francis (PA),2018,13.4,11.6,5,6.7,76.2,46.6,37.3,2.1,2.3,3.1,58.1,35,79,76,8.1,-2.4,46.1,No
260,Saint Francis (PA),2011,13.4,15.4,14,5.6,72.7,43.1,33.3,-1.8,3.1,-7.7,30,38.8,65.2,72.9,5.7,-2.9,47,No
262,Saint Francis (PA),2013,12.6,14.4,10,5.6,68.7,41.5,34.8,-1.9,2.1,-10.8,17.2,37.5,62.2,73,7.1,-5.3,46.7,No
264,Saint Francis (PA),2015,11.8,12.4,7,6.5,67.2,43.8,33.4,0.6,2.6,0.3,50,31.6,64.4,64.1,7.1,-2.9,43.3,No
265,Temple,2016,13.5,9.2,5,5.2,68.4,40.6,33.7,1.6,3.1,1.1,63.6,31.2,68.7,67.6,7.7,-1.1,41.4,No
266,Temple,2017,14.5,11.4,10,6.5,72.3,42.2,35.6,1.2,4,-0.3,50,34.3,70.9,71.2,9,-3.6,43,No
267,Temple,2018,12.8,10.8,15,6.7,68.2,42.5,35,1.9,3.3,-0.5,51.5,32.4,69.9,70.5,8.2,-4.1,43.8,No
268,Temple,2010,14.7,10.5,2,4.7,68.9,43.8,33.7,0.8,3,8.2,82.9,28.5,64.9,56.8,5.8,3.9,38.3,No
269,Temple,2011,15,10.8,9,6.8,69.8,44.7,35.3,2.4,4.6,8.1,76.5,35.8,70.6,62.5,6.1,2.5,41.4,No
270,Temple,2012,15.4,12.5,7,7.2,71.9,46.9,39.7,0.8,4.2,5.5,75,34,75,69.5,7.1,0.8,43.5,No
271,Temple,2013,14.6,10.8,5,7.9,72.3,42.8,32.8,2.9,3.7,4.3,70.6,35.3,72.2,67.9,7.1,-1.6,43.8,No
273,Temple,2015,12.4,9.5,9,6.9,69.9,38.8,30.4,2.8,4.5,4.7,70.3,31.4,65.8,61.2,6.4,1.1,39.4,No
274,Chattanooga,2016,14.4,12.5,6,7.8,73.5,45.7,35.9,1.7,4.7,8.2,82.9,33.1,75.8,67.5,7.5,3.2,44,No
275,Chattanooga,2017,12.2,13.3,3,7.8,71,46.6,34.6,1.6,4.7,5.9,61.3,34.2,74.6,68.8,7.5,-1.1,44.5,No
276,Chattanooga,2018,12.8,13.9,17,5,71.1,43.5,35.6,-0.9,2.1,-4.1,30.3,35.1,69.4,73.5,8.4,-1,48,No
277,Chattanooga,2010,14.6,16.3,17,6,61.8,43.6,33.3,-1.6,2.5,-2.2,45.5,35,69.8,72.1,8.2,1.1,42.2,No
278,Chattanooga,2011,14,15.1,12,5.1,64.9,41.7,32.2,-2.1,1.5,-3.3,50,34.6,71.1,74.4,8.5,3.2,43.9,No
279,Chattanooga,2012,14.3,13.8,9,6.3,68.6,41.4,33.2,-0.5,1.1,1.8,34.4,32.4,70.6,68.9,7.5,2.9,40.7,No
280,Chattanooga,2013,11.8,14,4,6.9,66.5,41.8,29.8,-0.5,2,-3.1,40.6,37.2,69.3,72.4,5.2,4.5,45,No
282,Chattanooga,2015,12,13.1,14,6.6,68.5,45.2,35,0.4,6.3,5.8,68.8,34.3,72.7,66.9,6.8,1.3,42.7,No
283,Southeastern La.,2016,14.3,15.3,24,6.4,63.5,45.3,37.1,-1.4,2.7,-4.4,36.4,37.4,71,75.4,7.3,-1.6,44.7,No
284,Southeastern La.,2017,14.2,16,15,6.8,68.3,45,36.3,-0.8,3.3,2.7,50,34.3,70.9,68.2,6.7,3.8,43,No
285,Southeastern La.,2018,14.6,13.8,13,6.6,65.8,45.4,35.1,0.9,2.9,2.4,64.7,34.7,71.7,69.3,7.4,-1.2,43.8,No
286,Southeastern La.,2010,14.3,14.8,12,7.5,70.4,47.7,38.8,-0.5,5.7,5.8,61.3,33,72.7,66.9,6.7,-1.9,39.6,No
287,Southeastern La.,2011,14.3,13.4,11,6.2,72.1,43.7,34.3,0.8,3.9,1,51.7,35.4,70,69.1,6.2,-0.9,44.8,No
289,Southeastern La.,2013,9.8,12.8,19,4.7,66.2,40.9,35.7,-0.5,3,-4.8,41.9,38,63.4,68.2,5.9,-3.3,43.8,No
291,Southeastern La.,2015,12.2,15.4,20,6.1,66.5,45.9,31.3,-2,3.5,-4.3,28.1,35.9,68.3,72.6,5.8,-1.7,44.1,No
292,UL Lafayette,2016,12.7,12.5,12,6.4,69.8,44.4,31,-0.5,3.6,6.8,55.9,36.3,79.6,72.8,6.5,8.1,43.5,No
293,La.-Monroe,2016,14.1,12.5,14,5.8,70.2,45.8,35.4,-0.6,3.3,3.3,58.8,33,72.7,69.4,6.6,1.6,41.2,No
294,La.-Monroe,2017,13.4,13.1,13,4.7,66.9,42.5,33.2,-1.8,2.2,-3.1,27.3,35.6,66.6,69.7,7.2,0.5,43.4,No
295,La.-Monroe,2018,13.9,11.9,12,6.5,71.7,43.5,36,1.3,1.3,1.5,50,34.4,69.8,68.3,9,-0.9,42.9,No
296,La.-Monroe,2010,9.6,16.2,20,7,72.4,42.1,35.3,-1.9,2.9,-3.7,38.7,37.8,68,71.7,6.3,1.7,46.4,No
297,La.-Monroe,2011,10,14.2,23,6.2,64.8,41.7,32.1,-1.4,1.6,-8.6,22.6,38.5,60,68.6,5.1,-0.9,47.2,No
298,La.-Monroe,2012,11.4,13,21,5.4,65.3,41,36.4,-2,2.3,-11.3,10.3,38.5,60.3,71.7,6.5,-4.1,45.7,No
299,La.-Monroe,2013,13.6,16.3,18,7.2,57.7,42.7,34.8,-1.5,1.3,-12.5,14.8,36.2,60,72.6,6,-5.1,46.9,No
301,La.-Monroe,2015,13.1,11.6,16,5.2,71.4,42.7,30.3,0.1,4,4.1,63.2,29.7,64.6,60.5,5.1,3.2,38.8,No
302,Monmouth,2016,12.3,12.3,20,8.2,76.8,43.5,36.6,2.7,3.6,7.1,77.8,31.5,79.5,72.3,7.8,-0.5,39.5,No
303,Monmouth,2017,12.7,12.5,11,6.9,75.7,43.7,37.3,2.1,4.6,7.6,79.4,33.4,81.2,73.6,8.9,0.3,40.7,No
304,Monmouth,2018,12.9,15.3,15,6.4,71.1,45.8,38.9,-1.9,2.4,-1.2,35.5,35.4,75.4,76.5,7.2,1.5,43.3,No
305,Monmouth,2010,13.1,14.4,13,7.3,68.5,40.4,31.1,0.5,2.2,-2.9,38.7,32.8,63.7,66.6,6.3,-2.4,44.3,No
306,Monmouth,2011,12.5,14.6,11,6.8,63.9,40.7,32.5,-1,2.1,-5.3,30,35.5,60.6,65.9,5.9,-1.3,41.8,No
307,Monmouth,2012,13.8,14,24,7.9,65,41.9,33.3,3.3,1.5,-8.8,37.5,37.6,66.9,75.6,6.1,-7.4,48,No
308,Monmouth,2013,12.2,14.8,14,8.8,70.6,39.7,31,3.2,1.5,-7.8,32.3,36,64.8,72.6,5.5,-5.5,46,No
310,Monmouth,2015,11.3,12.9,9,7,72.2,42.9,33.8,0.9,3.8,0.7,54.5,34.2,64.7,63.9,5.2,-1.5,40,No
311,South Fla.,2016,10,14.7,9,4.5,66,41.8,28.6,-5.1,5.3,-8.1,24.2,31.9,63.2,71.3,4,2.4,41.3,No
312,South Fla.,2017,12.2,16.3,13,6.1,65.7,42.5,34.6,-3,3.8,-9.7,23.3,39.6,64.8,74.5,5.8,-2.1,42.9,No
313,South Fla.,2018,11.8,14,6,5.1,72.3,41.8,36.1,-3.2,2.4,-7.3,31.3,33,63.3,70.6,6.5,-1,45.1,No
317,South Fla.,2013,11.3,10.9,7,6.2,69.4,38.9,31.3,1.1,3.4,-3.4,38.7,29.9,58.8,62.2,6.1,-3.5,42.2,No
319,South Fla.,2015,11.3,13.6,22,5.8,61.9,43.3,30.4,-1.4,4.9,-6.8,28.1,36.7,61.6,68.4,4.3,-1.7,42.3,No
320,UNC Wilmington,2010,12.7,15.9,14,5.1,64.5,41.5,33.4,-3.4,4.9,-5.3,29,30.3,66.2,71.5,6.7,-1.3,43.6,No
321,UNC Wilmington,2011,11.3,13.7,7,5.5,68.9,43.4,36.9,-1.6,3.4,-3,41.9,34.9,63.7,66.7,7.1,-1.9,43.4,No
322,UNC Wilmington,2012,11.9,13.8,10,5.6,67.9,41.6,32.6,-2.7,3.9,-5.7,32.3,31,64.9,70.6,5.6,0.5,43.8,No
323,UNC Wilmington,2013,11.3,14.3,11,6.1,64.2,41.7,33.7,-2.3,4.2,-7.1,33.3,33.1,63.3,70.4,5.3,-1.5,45,No
324,Grand Canyon,2018,15.9,13.2,19,6.2,70.2,42.9,32.2,1.8,3.9,8.8,64.7,27.8,73.9,65.1,7.4,2.1,40.2,No
325,Ill.-Chicago,2016,11.6,15.1,20,5.6,61.9,38.8,30.2,-3.4,5.4,-10.9,16.7,35.6,67.3,78.2,4.4,0.9,42.8,No
326,Ill.-Chicago,2017,14.6,16.4,18,5.5,71.1,44.4,36.5,-4,5.1,-0.1,47.2,35.7,76.4,76.5,7.6,3.1,42.2,No
327,Ill.-Chicago,2010,10.5,12.8,13,7,71.6,38.7,30.3,1.7,2.5,-7.8,26.7,34.8,62.5,70.3,5.8,-6.4,44,No
329,Ill.-Chicago,2012,11.4,14.6,18,5,67,39.5,32.5,-2.9,2.9,-6.9,26.7,36.5,60.9,67.8,6.4,0.8,45.4,No
330,Ill.-Chicago,2013,12.2,12.4,14,6.5,75.2,40.1,33.8,0.2,2.7,0.1,52.9,33.2,62.8,62.8,6.5,-1.3,40.6,No
332,Ill.-Chicago,2015,12.1,11,13,6,73.7,38.7,32.4,0.8,2.7,-5.5,29.4,39.5,64.7,70.3,6,-0.7,47.8,No
333,Delaware,2016,10.6,12,15,3.6,68.5,40.2,32.5,-2.8,2.9,-9.5,23.3,34.8,66.2,75.7,5.6,1.1,43.5,No
334,Delaware,2017,11.7,12,12,5.3,68.6,42.1,30.4,-2,3.1,-6.8,39.4,36.3,65.4,72.2,5.9,0.2,44.6,No
335,Delaware,2018,11.7,10.7,13,5,65.1,45.7,32.9,-0.5,2.3,-2.7,42.4,37,70.8,73.6,5.8,0.3,45.5,No
336,Delaware,2010,11.6,13.3,15,5,69.9,39.1,29.3,-1.6,2.4,-9.2,22.6,36.6,63.4,72.6,5.6,-0.9,45,No
337,Delaware,2011,10.4,11.8,19,3.7,69.1,41.6,34.8,-2.3,4,-3.7,45.2,30.8,62.9,66.6,5.9,-2.2,42.2,No
338,Delaware,2012,9.4,12.9,12,4.7,71.7,42.6,31.1,-2.2,5,0.6,56.3,32.4,68.9,68.4,5.3,-1.7,39.3,No
341,Delaware,2015,12.5,12.2,8,4.3,68.6,41,34.5,-1.9,3.6,-6.1,33.3,37,66,72,6.6,-1.9,43,No
342,Green Bay,2016,13.9,12.3,16,9.9,65.7,44.6,34.9,4.7,4.6,3.7,63.9,36.3,83.7,80,7.1,-2,44.9,Yes
343,Green Bay,2017,14,14,11,7.8,68.9,44.3,32.2,1.2,4.2,2.7,56.3,36,80.2,77.5,6.2,1.9,43.2,No
344,Green Bay,2018,13.9,13.7,13,6.8,75.2,42.4,36.3,-0.1,3,0.5,39.4,31.2,76.3,75.7,8.9,-2,43.1,No
345,Green Bay,2010,11.7,12.4,15,6.1,73.4,43.7,37.6,1.3,2.5,1.6,62.9,34.2,68.5,66.9,6.7,-1.1,44.1,No
347,Green Bay,2012,12.3,14.1,5,6,70.6,42.3,35.8,-1.1,4.7,-1.6,50,37.3,64.5,66.1,5.5,1.2,42.7,No
350,Green Bay,2015,14.1,11.8,15,7.4,64.3,45.9,29.4,1.8,4.9,7.5,72.7,32.8,68.2,60.8,4.3,2.5,40.5,No
351,Kennesaw St.,2016,12.2,13.1,17,7,70.1,44.4,35.3,-0.2,3.2,-5.2,35.5,33.5,72.2,77.4,5.8,-4.1,46.7,No
352,Kennesaw St.,2017,15.8,13.5,12,5.1,69.1,46.2,41.6,-1,3,-1.7,43.8,37.3,75,76.8,6.4,1.5,47.1,No
353,Kennesaw St.,2018,14.9,13.6,11,7.2,69,45.5,36.5,-0.2,3.1,-4.9,33.3,32.6,72.7,77.6,5.3,-2.3,47.8,No
354,Kennesaw St.,2010,12.6,14.5,11,6.6,68,40.7,32.9,-0.3,3.7,-4,39.4,34.9,66.1,70.1,7.1,-2.1,44.8,No
355,Kennesaw St.,2011,11.2,14.3,6,5.5,64.9,41.6,30.3,-2.1,3.8,-9.8,25.8,37,65.1,74.8,5.7,-3.2,46.5,No
356,Kennesaw St.,2012,12.1,13.8,10,6.2,62.5,41.5,34.1,-1,1.8,-13.2,9.7,36.9,61.9,75.2,6.6,-6.8,50,No
357,Kennesaw St.,2013,10.4,13.8,14,7,65.1,40,30.3,0.2,1.7,-10.6,10,38.2,61,71.7,5.1,-4,49.5,No
359,Kennesaw St.,2015,10.3,14.2,14,5.4,73.2,40.4,32.4,-3.2,3.4,-10.5,31.3,33.1,63.3,73.8,6.7,-3.3,44.9,No
360,Tex.-Pan American,2010,11.5,14.3,13,6.6,64.4,38.9,31.5,1.3,1.5,-11,18.2,35.9,61.2,72.2,6.4,-8.2,48.2,No
361,Tex.-Pan American,2011,12.3,15.3,13,5.7,67.7,42.3,38,-1.1,1.7,-7.8,19.4,40.8,68.2,76,7.8,-3.2,47.6,No
362,Tex.-Pan American,2012,13.2,15.4,11,5.1,70.5,41.5,36.5,-1.8,2,-6.3,34.4,33.9,62.3,68.6,7.2,-5,44.6,No
363,Tex.-Pan American,2013,12.9,14.3,9,6.8,63.7,43.1,37.4,1,1.9,-1.7,50,34.7,65.7,67.3,6.6,-4.3,44.4,No
365,North Carolina,2016,17.8,10.8,5,6.7,74.7,48.2,32.7,2,4.4,12.8,82.5,36.2,82.8,70,5.6,8.6,41.6,No
366,North Carolina,2017,18.1,11.8,12,7.1,70.1,46.6,35.5,1.8,3.5,13.8,82.5,34,84.4,70.6,7.1,12.3,41.3,No
367,North Carolina,2018,18.2,12,2,5.8,74.3,45.7,35.9,-0.3,4.1,8.3,70.3,38,81.6,73.3,8.2,9.6,42.3,No
369,North Carolina,2011,15.5,13.3,5,6.3,67.2,45,32.8,0.9,5.5,8.7,78.4,33.1,77.5,68.8,5.1,6.4,40.5,No
370,North Carolina,2012,17.3,11.9,3,6.8,68.2,45.9,33.4,1.4,5.8,14.3,84.2,31.9,81.3,67.1,5.1,10.5,39.4,No
371,North Carolina,2013,17.1,12.3,5,8.4,67.5,44.1,37.6,3.2,3.3,7.4,69.4,34.6,76.7,69.2,7.6,1.6,42.3,No
373,North Carolina,2015,17.4,12.7,13,6.6,70.1,47.6,35.8,-0.3,4.2,8.9,68.4,30,77.7,68.8,4.8,7.7,39.8,No
374,Austin Peay,2016,13.3,13.9,12,6.9,67,46.1,34.6,-0.6,2.8,-0.6,50,36,76.1,76.7,6.2,2.5,46.1,Yes
375,Austin Peay,2017,10.8,12.4,15,5.7,70.8,46.9,35.5,1.1,2.4,-6.1,36.7,37,77.7,83.8,7.6,-7,49.1,No
376,Austin Peay,2018,13.3,14.1,16,6.6,65.1,45.5,34.1,2.1,3,1.9,55.9,36.3,73.9,71.9,5.9,3,46.4,No
377,Austin Peay,2010,13.4,14.3,16,5.9,69.4,45.5,36.6,-0.8,3.3,0.1,53.1,36.9,72.5,72.4,6.3,-1.2,44.4,No
378,Austin Peay,2011,14.2,14.3,16,8.6,68,45.9,36,2.4,4.2,6.8,58.8,31.8,73.8,67,5.5,1.2,42.5,No
380,Austin Peay,2013,14.7,16.2,6,6.2,67.3,45.7,38.3,-3.2,5.3,-4.9,25.8,34.6,71.5,76.5,7.3,-2.2,45.6,No
382,Austin Peay,2015,12,14.3,5,6.4,66.6,39.8,30.2,-0.1,4.1,-8,26.7,38.6,64.6,72.6,5.2,0.5,47.1,No
383,Michigan St.,2016,20.5,11.9,8,4.5,72.9,48.6,43.4,-2.3,5.1,15.7,82.9,31,79.8,64.1,9.2,11.4,38.2,No
384,Michigan St.,2017,16.9,14,14,4.3,67,47,37.3,-3.1,4.6,3.2,57.1,34.6,71.9,68.7,7.8,3.5,41,No
385,Michigan St.,2018,19.1,13.1,14,4.1,74.7,49.6,40,-3.1,7.2,15.3,85.7,33.7,80.2,64.9,8.3,10.7,36.7,No
386,Michigan St.,2010,16.4,13.9,12,6.5,68.5,47.1,34.4,-1.5,3.3,8,75.7,32.8,71.8,63.8,5.1,8.6,40.6,No
387,Michigan St.,2011,15,13.4,13,6.4,70,43.1,35.5,-1.3,4.9,2.2,55.9,36.4,68.8,66.6,6.5,4,42.3,No
388,Michigan St.,2012,15.3,13,6,7.2,70,47.7,36,-0.4,4.2,12.3,78.4,29.9,71.6,59.3,5.4,8,37.9,No
391,Michigan St.,2015,16.6,11.3,17,5.2,63.2,46.5,38.5,-0.6,4.5,7.5,69.2,31.5,71.1,63.6,7.5,5.4,39.6,No
392,Houston Baptist,2016,14,14.8,11,5.4,71.8,47.2,36.4,-2.3,4.1,0.6,50,35.9,76.6,75.9,6,1.6,43.5,No
393,Houston Baptist,2017,14.7,13.2,15,6.3,70,45.3,33.9,0.2,2.6,1.4,54.8,35.7,78.7,77.4,6.3,5.9,45.9,No
394,Houston Baptist,2018,13.9,14.1,15,6.6,62.4,41.8,32.3,0.6,2.9,-7.6,19.4,39.4,76.8,84.4,7.1,1.3,48.1,No
395,Houston Baptist,2012,12.4,15.7,16,7.5,68.3,42.3,31.9,1.5,1.7,-4.5,33.3,36.4,73.6,78.1,5.1,-2.6,47,No
398,Houston Baptist,2015,12.4,15.3,14,5.9,72.5,45.6,32.3,-3,4.1,-1.3,42.9,36,72.4,73.7,4.6,6.3,44.4,No
399,Creighton,2016,15.3,11.6,16,6,70,47,35.2,1,3.1,7.3,57.1,34.6,79.6,72.4,8.1,2,43.2,No
400,Creighton,2017,17.1,12.4,7,6.1,68.2,50.5,39.6,1.5,2.9,9,71.4,33,81.8,72.8,8.7,-1,43.7,Yes
401,Creighton,2018,17.8,11.2,6,5.7,74.8,49.2,37.2,0.5,2.7,9.5,63.6,33.2,83.5,74.1,10.4,1.4,43.3,Yes
402,Creighton,2010,13.7,12.2,8,5.1,72,43.4,33.6,-0.4,3.3,1.6,52.9,33.7,69.8,68.2,7.4,0.7,41.9,No
403,Creighton,2011,14.6,12.1,3,4.3,73,46,36.9,-2.5,3.1,3.5,59,34.6,68.8,65.4,7.2,3.9,43.4,No
404,Creighton,2012,17.6,12,6,4.8,72.6,50.4,42.4,-1.7,2.3,9.5,82.9,36.1,79.2,69.7,8.2,5.5,44.1,Yes
405,Creighton,2013,16.9,12.3,8,4.8,75.9,50.1,41.4,-1.8,2.6,11.3,77.8,31.2,74.4,63.2,8.5,4.6,40.7,Yes
407,Creighton,2015,13.6,11.8,7,4.5,72.5,42,34.5,-0.9,2.3,0.4,42.4,38.1,67.3,66.9,7.9,2,43.7,No
408,Western Ill.,2016,13.4,12.3,13,6,72.1,44.4,38.8,-1.1,3.3,-0.4,37,37.1,70.5,70.9,7,0.2,42.9,No
409,Western Ill.,2017,13.4,13.2,17,4.6,70.7,43.5,38.8,-2.9,4.5,-5,28.6,40.6,71.9,76.8,9.1,-3,43.6,No
410,Western Ill.,2018,11,12.5,10,4.9,71.5,46.6,35.7,-1.1,3.9,0.1,42.9,35.6,71.9,71.8,6.7,0,42.5,No
411,Western Ill.,2010,10.6,12.8,10,6.6,68,40.9,35,-0.2,4.3,-1.1,43.3,31.6,59,60.1,5.1,-2.2,40.1,No
412,Western Ill.,2011,10.4,13.4,22,5.1,66.1,41.3,35,-1.4,2.5,-7.5,23.3,34.2,57.3,64.8,5.3,-4.6,42.9,No
413,Western Ill.,2012,12.8,11.4,10,6.1,68.6,45.8,39.5,1.8,2.7,1.4,54.5,35.2,61.5,60.2,5.3,-1.7,43.9,No
414,Western Ill.,2013,12,11.4,2,5.8,64.2,46.6,39.1,0.6,4,5.9,71,33.7,59.5,53.6,5.2,1.1,40,No
416,Western Ill.,2015,12,12.6,10,5.3,69.8,40.1,35,-0.9,2.4,-8.4,28.6,34.9,62.4,70.8,6.7,-5.3,44.2,No
417,Binghamton,2016,11.1,14,19,5.4,68.2,39,28.5,-1.6,2.3,-7.7,26.7,33.7,60.9,68.6,5.7,-2.9,43.5,No
418,Binghamton,2017,12.8,12.4,7,5.2,70.5,43.7,36.2,-0.8,2.4,-3,37.5,36.1,68,70.9,7.8,-1.9,45,No
419,Binghamton,2018,12.1,12.3,8,5.5,64,44.3,35,-0.3,4.2,-1.1,35.5,38.1,69.3,70.4,7.6,-0.6,44.6,No
420,Binghamton,2010,9.6,14.2,17,5.4,66.5,42.3,29,-2.7,3.9,-5.6,41.9,35.3,61.6,67.2,5.1,0.3,42.9,No
421,Binghamton,2011,10.9,12.4,7,5.1,70.1,39.6,35.4,-1.4,3.3,-8.5,25.8,38.1,60,68.5,7.5,-5.2,45.1,No
423,Binghamton,2013,8.2,15.4,13,5.8,64.5,37.2,28.6,-4,2.5,-13.5,10,35.7,55.9,69.4,5.2,-2.5,43.7,No
425,Binghamton,2015,8.7,13.5,21,5.8,66,39.6,30.9,-0.4,2.5,-8.7,18.8,37.2,57.7,66.4,5.3,-4.1,44.7,No
426,CSUN,2016,14.1,14,23,6.8,71.7,43.2,29.6,-0.2,3.2,-3.9,33.3,38.7,71.4,75.4,4.2,-2.1,44,No
427,CSUN,2017,13.7,13.3,24,6.9,72.9,46.1,34.9,-0.3,3,-3.3,36.7,38.6,78,81.3,4.8,-1.6,46,No
428,CSUN,2018,12.2,12.2,15,5,70.8,43.3,36.2,-1.1,2.5,-7.4,20,35.7,66.1,73.5,6.2,-5.5,46.4,No
430,CSUN,2015,13.4,13.2,23,5.5,76.5,42.5,32.6,-2.2,3.8,-5.4,27.3,36.1,65.1,70.5,3.3,0.6,43.3,No
431,Kansas,2016,15.9,12.6,10,6.7,71.3,49.5,41.8,0.4,4.2,13.7,86.8,32.1,81.3,67.6,8,5.5,39.7,Yes
432,Kansas,2017,16.2,12.7,17,6.9,67.8,48.8,40.4,0.8,4.5,11.3,86.1,35.6,83.2,71.9,8.8,4.4,42,Yes
